Mod:Item:MetaData, Localized Name
tfc:ceramics/fired/vessel_glazed:12, Small Light Blue Vessel
tfc:ceramics/fired/vessel_glazed:11, Small Yellow Vessel
tfc:ceramics/fired/vessel_glazed:10, Small Lime Vessel
tfc:ceramics/fired/vessel_glazed:9, Small Pink Vessel
tfc:ceramics/fired/vessel_glazed:8, Small Gray Vessel
tfc:ceramics/fired/vessel_glazed:7, Small Light Gray Vessel
tfc:ceramics/fired/vessel_glazed:6, Small Cyan Vessel
tfc:ceramics/fired/vessel_glazed:5, Small Purple Vessel
tfc:ceramics/fired/vessel_glazed:4, Small Blue Vessel
tfc:ceramics/fired/vessel_glazed:3, Small Brown Vessel
tfc:ceramics/fired/vessel_glazed:2, Small Green Vessel
tfc:ceramics/fired/vessel_glazed:1, Small Red Vessel
tfc:ceramics/fired/vessel_glazed:0, Small Black Vessel
tfc:ceramics/unfired/vessel_glazed:15, Small Unfired White Vessel
tfc:ceramics/unfired/vessel_glazed:14, Small Unfired Orange Vessel
tfc:ceramics/unfired/vessel_glazed:13, Small Unfired Magenta Vessel
tfc:ceramics/unfired/vessel_glazed:12, Small Unfired Light Blue Vessel
tfc:ceramics/unfired/vessel_glazed:11, Small Unfired Yellow Vessel
tfc:ceramics/unfired/vessel_glazed:10, Small Unfired Lime Vessel
tfc:ceramics/unfired/vessel_glazed:9, Small Unfired Pink Vessel
tfc:ceramics/unfired/vessel_glazed:8, Small Unfired Gray Vessel
tfc:ceramics/unfired/vessel_glazed:7, Small Unfired Light Gray Vessel
tfc:ceramics/unfired/vessel_glazed:6, Small Unfired Cyan Vessel
tfc:ceramics/unfired/vessel_glazed:5, Small Unfired Purple Vessel
tfc:ceramics/unfired/vessel_glazed:4, Small Unfired Blue Vessel
tfc:ceramics/unfired/vessel_glazed:3, Small Unfired Brown Vessel
tfc:ceramics/unfired/vessel_glazed:2, Small Unfired Green Vessel
tfc:ceramics/unfired/vessel_glazed:1, Small Unfired Red Vessel
tfc:ceramics/unfired/vessel_glazed:0, Small Unfired Black Vessel
tfc:ceramics/fired/spindle, Spindle Head
tfc:ceramics/unfired/spindle, Unfired Spindle Head
tfc:ceramics/fired/pot, Pot
tfc:ceramics/unfired/pot, Unfired Pot
tfc:ceramics/fired/bowl, Bowl
tfc:ceramics/unfired/bowl, Unfired Bowl
tfc:ceramics/fired/fire_brick, Fire Brick
tfc:ceramics/unfired/fire_brick, Unfired Fire Brick
tfc:ceramics/fire_clay, Fire Clay
tfc:ceramics/unfired/jug, Unfired Jug
tfc:ceramics/fired/jug:0, Jug
tfc:ceramics/fired/jug:0, Fresh Water§r Jug§r
tfc:ceramics/fired/jug:0, Salt Water§r Jug§r
tfc:ceramics/fired/jug:0, Rum§r Jug§r
tfc:ceramics/fired/jug:0, Beer§r Jug§r
tfc:ceramics/fired/jug:0, Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Rye Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Corn Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Sake§r Jug§r
tfc:ceramics/fired/jug:0, Vodka§r Jug§r
tfc:ceramics/fired/jug:0, Cider§r Jug§r
tfc:crop/seeds/barley, Barley Seeds
tfc:crop/seeds/maize, Maize Seeds
tfc:crop/seeds/oat, Oat Seeds
tfc:crop/seeds/rice, Rice Seeds
tfc:crop/seeds/rye, Rye Seeds
tfc:crop/seeds/wheat, Wheat Seeds
tfc:crop/seeds/beet, Beet Seeds
tfc:crop/seeds/cabbage, Cabbage Seeds
tfc:crop/seeds/carrot, Carrot Seeds
tfc:crop/seeds/garlic, Garlic Seeds
tfc:crop/seeds/green_bean, Green Bean Seeds
tfc:crop/seeds/onion, Onion Seeds
tfc:crop/seeds/potato, Potato Seeds
tfc:crop/seeds/soybean, Soybean Seeds
tfc:crop/seeds/squash, Squash Seeds
tfc:crop/seeds/sugarcane, Sugarcane Seeds
tfc:crop/seeds/tomato, Tomato Seeds
tfc:crop/seeds/red_bell_pepper, Red Bell Pepper Seeds
tfc:crop/seeds/yellow_bell_pepper, Yellow Bell Pepper Seeds
tfc:crop/seeds/jute, Jute Seeds
tfc:crop/seeds/pumpkin, Pumpkin Seeds
tfc:crop/seeds/melon, Melon Seeds
tfc:crop/product/jute, Jute
tfc:crop/product/jute_fiber, Fiber
tfc:crop/product/burlap_cloth, Burlap Cloth
tfc:food/banana, Banana
tfc:food/blackberry, Blackberry
tfc:food/blueberry, Blueberry
tfc:food/bunch_berry, Bunch Berry
tfc:food/cherry, Cherry
tfc:food/cloud_berry, Cloud Berry
tfc:food/cranberry, Cranberry
tfc:food/elderberry, Elderberry
tfc:food/gooseberry, Gooseberry
tfc:food/green_apple, Green Apple
tfc:food/lemon, Lemon
tfc:food/olive, Olive
tfc:food/orange, Orange
tfc:food/peach, Peach
tfc:food/plum, Plum
tfc:food/raspberry, Raspberry
tfc:food/red_apple, Red Apple
tfc:food/snow_berry, Snow Berry
tfc:food/strawberry, Strawberry
tfc:food/wintergreen_berry, Wintergreen Berry
tfc:food/barley, Barley
tfc:food/barley_grain, Barley Grain
tfc:food/barley_flour, Barley Flour
tfc:food/barley_dough, Barley Dough
tfc:food/barley_bread, Barley Bread
tfc:food/maize, Maize
tfc:food/cornbread, Cornbread
tfc:food/cornmeal_flour, Cornmeal Flour
tfc:food/cornmeal_dough, Cornmeal Dough
tfc:food/oat, Oat
tfc:food/oat_grain, Oat Grain
tfc:food/oat_flour, Oat Flour
tfc:food/oat_dough, Oat Dough
tfc:food/oat_bread, Oat Bread
tfc:food/rice, Rice
tfc:food/rice_grain, Rice Grain
tfc:food/rice_flour, Rice Flour
tfc:food/rice_dough, Rice Dough
tfc:food/rice_bread, Rice Bread
tfc:food/rye, Rye
tfc:food/rye_grain, Rye Grain
tfc:food/rye_flour, Rye Flour
tfc:food/rye_dough, Rye Dough
tfc:food/rye_bread, Rye Bread
tfc:food/wheat, Wheat
tfc:food/wheat_grain, Wheat Grain
tfc:food/wheat_flour, Wheat Flour
tfc:food/wheat_dough, Wheat Dough
tfc:food/wheat_bread, Wheat Bread
tfc:food/beet, Beet
tfc:food/cabbage, Cabbage
tfc:food/carrot, Carrot
tfc:food/garlic, Garlic
tfc:food/green_bean, Green Bean
tfc:food/green_bell_pepper, Green Bell Pepper
tfc:food/onion, Onion
tfc:food/potato, Potato
tfc:food/red_bell_pepper, Red Bell Pepper
tfc:food/seaweed, Seaweed
tfc:food/soybean, Soybean
tfc:food/squash, Squash
tfc:food/tomato, Tomato
tfc:food/yellow_bell_pepper, Yellow Bell Pepper
tfc:food/cheese, Cheese
tfc:food/cooked_egg, Cooked Egg
tfc:food/sugarcane, Sugarcane
tfc:food/beef, Raw Beef
tfc:food/pork, Raw Pork
tfc:food/chicken, Raw Chicken
tfc:food/mutton, Raw Mutton
tfc:food/fish, Raw Fish
tfc:food/bear, Raw Bear Meat
tfc:food/calamari, Raw Calamari
tfc:food/horse_meat, Raw Horse Meat
tfc:food/pheasant, Raw Pheasant
tfc:food/venison, Raw Venison
tfc:food/wolf, Raw Wolf Meat
tfc:food/rabbit, Raw Rabbit Meat
tfc:food/cooked_beef, Cooked Beef
tfc:food/cooked_pork, Cooked Pork
tfc:food/cooked_chicken, Cooked Chicken
tfc:food/cooked_mutton, Cooked Mutton
tfc:food/cooked_fish, Cooked Fish
tfc:food/cooked_bear, Cooked Bear
tfc:food/cooked_calamari, Cooked Calamari
tfc:food/cooked_horse_meat, Cooked Horse Meat
tfc:food/cooked_pheasant, Cooked Pheasant
tfc:food/cooked_venison, Cooked Venison
tfc:food/cooked_wolf, Cooked Wolf
tfc:food/cooked_rabbit, Cooked Rabbit Meat
tfc:firestarter, Firestarter
tfc:straw, Straw
tfc:handstone, Quern Handstone
tfc:spindle, Spindle
tfc:bloom/unrefined, item.tfc.bloom.unrefined.name
tfc:bloom/refined, item.tfc.bloom.refined.name
tfc:hide/raw/small, Small Raw Hide
tfc:hide/soaked/small, Small Soaked Hide
tfc:hide/scraped/small, Small Scraped Hide
tfc:hide/prepared/small, Small Prepared Hide
tfc:hide/sheepskin/small, Small Sheep Skin
tfc:hide/raw/medium, Medium Raw Hide
tfc:hide/soaked/medium, Medium Soaked Hide
tfc:hide/scraped/medium, Medium Scraped Hide
tfc:hide/prepared/medium, Medium Prepared Hide
tfc:hide/sheepskin/medium, Medium Sheep Skin
tfc:hide/raw/large, Large Raw Hide
tfc:hide/soaked/large, Large Soaked Hide
tfc:hide/scraped/large, Large Scraped Hide
tfc:hide/prepared/large, Large Prepared Hide
tfc:hide/sheepskin/large, Large Sheep Skin
tfc:animal/product/wool, Wool
tfc:animal/product/wool_yarn, Wool Yarn
tfc:animal/product/wool_cloth, Wool Cloth
tfc:animal/product/silk_cloth, Silk Cloth
tfc:goldpan:0, Empty Goldpan
tfc:goldpan:1, Goldpan with Sand
tfc:goldpan:2, Goldpan with Gravel
tfc:goldpan:3, Goldpan with Clay
tfc:goldpan:4, Goldpan with Dirt
dynamictreestfc:branch/acacia, Acacia Branch
dynamictreestfc:seed/acacia, Acacia Seed
dynamictreestfc:branch/ash, Ash Branch
dynamictreestfc:seed/ash, Ash Key
dynamictreestfc:branch/aspen, Aspen Branch
dynamictreestfc:seed/aspen, Aspen Catkin
dynamictreestfc:branch/birch, Birch Branch
dynamictreestfc:seed/birch, Birch Catkin
dynamictreestfc:branch/blackwood, Blackwood Branch
dynamictreestfc:seed/blackwood, Blackwood Seed
dynamictreestfc:branch/chestnut, Branch
dynamictreestfc:seed/chestnut, Chestnut
dynamictreestfc:branch/douglas_fir, Douglas Fir Branch
dynamictreestfc:seed/douglas_fir, Douglas Fir Cone
dynamictreestfc:branch/hickory, Hickory Branch
dynamictreestfc:seed/hickory, Hickory Nut
dynamictreestfc:branch/kapok, Kapok Branch
dynamictreestfc:branch/kapokx, tile.branch/kapokx.name
dynamictreestfc:seed/kapok, Kapok Pod
dynamictreestfc:branch/maple, Maple Branch
dynamictreestfc:seed/maple, Maple Seed
dynamictreestfc:branch/oak, Oak Branch
dynamictreestfc:seed/oak, Oak Acorn
dynamictreestfc:branch/palm, Palm Branch
dynamictreestfc:seed/palm, Palm Pod
dynamictreestfc:branch/pine, Pine Branch
dynamictreestfc:seed/pine, Pine Cone
dynamictreestfc:branch/rosewood, Rosewood Branch
dynamictreestfc:seed/rosewood, Rosewood Seed
dynamictreestfc:branch/sequoia, Sequoia Branch
dynamictreestfc:branch/sequoiax, tile.branch/sequoiax.name
dynamictreestfc:seed/sequoia, Sequoia Cone
dynamictreestfc:branch/spruce, Spruce Branch
dynamictreestfc:seed/spruce, Spruce Cone
dynamictreestfc:branch/sycamore, Sycamore Branch
dynamictreestfc:seed/sycamore, Sycamore Key
dynamictreestfc:branch/white_cedar, White Cedar Branch
dynamictreestfc:seed/white_cedar, White Cedar Seed
dynamictreestfc:branch/willow, Willow Branch
dynamictreestfc:seed/willow, Willow Seed
dynamictreestfc:branch/hevea, Hevea Branch
dynamictreestfc:seed/hevea, Hevea Seed
funkylocomotion:booster, Frame Booster
funkylocomotion:frame_projector, Frame Projector
funkylocomotion:pusher:0, Frame Pusher
funkylocomotion:pusher:1, Frame Puller
funkylocomotion:slider, Frame Slider
funkylocomotion:teleporter, Frame Teleporter
funkylocomotion:mass_frame_edge, Super-Frame Edge
funkylocomotion:mass_frame_corner, Super-Frame Corner
funkylocomotion:frame_0:0, Frame Block
funkylocomotion:wrench:0, Wrench
funkylocomotion:wrench:1, iWrench
funkylocomotion:wrench:2, Wrench Hammer
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
immersiveposts:postbase, Extendable Post
immersiveposts:fence_iron, Iron Fence
immersiveposts:fence_gold, Gold Fence
immersiveposts:fence_copper, Copper Fence
immersiveposts:fence_lead, Lead Fence
immersiveposts:fence_silver, Silver Fence
immersiveposts:fence_nickel, Nickel Fence
immersiveposts:fence_constantan, Constantan Fence
immersiveposts:fence_electrum, Electrum Fence
immersiveposts:fence_uranium, Uranium Fence
immersiveposts:metal_rods:0, Gold Rod
immersiveposts:metal_rods:1, Copper Rod
immersiveposts:metal_rods:2, Lead Rod
immersiveposts:metal_rods:3, Silver Rod
immersiveposts:metal_rods:4, Nickel Rod
immersiveposts:metal_rods:5, Constantan Rod
immersiveposts:metal_rods:6, Electrum Rod
immersiveposts:metal_rods:7, Uranium Rod
immersivetech:stone_multiblock, tile.immersivetech.stone_multiblock.name
immersivetech:connectors, tile.immersivetech.connectors.name
immersivetech:metal_device, tile.immersivetech.metal_device.name
immersivetech:stone_decoration, tile.immersivetech.stone_decoration.name
immersivetech:material:0, Salt
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
